1-Bromobutane,1-Decanol
323.15,nan
x2,PkPa,dPPa,y1,y2,GEJ
0.1002,16.044,122,1.0356,2.4949,331
0.1946,15.207,92,1.0988,1.7532,497
0.3020,14.104,0,1.1835,1.3941,586
0.4364,12.440,-53,1.2992,1.1852,595
0.4934,11.586,-81,1.3502,1.1336,575
0.5675,10.419,-35,1.4179,1.0854,531
0.6536,8.809,-32,1.4977,1.0479,458
0.7112,7.623,-11,1.5518,1.0307,399
0.7135,7.606,23,1.5540,1.0301,396
0.7820,6.030,20,1.6188,1.0160,315
0.7919,5.818,50,1.6283,1.0144,303
0.9013,3.037,124,1.7328,1.0028,153
