1-Bromobutane,1-Octanol
283.15,nan
x2,PkPa,dPPa,y1,y2,GEJ
0.1029,2.374,16,1.0602,3.5033,427
0.1957,2.301,9,1.1493,2.1789,622
0.2650,2.236,3,1.2252,1.7561,703
0.3504,2.125,-14,1.3279,1.4629,748
0.4477,1.984,-11,1.4569,1.2709,742
0.5529,1.779,-7,1.6108,1.1488,682
0.6398,1.569,6,1.7502,1.0857,599
0.7345,1.272,12,1.9158,1.0417,477
0.8543,0.769,-6,2.1467,1.0112,284
0.9136,0.489,3,2.2708,1.0038,175
