1-Bromobutane,1-Octanol
293.15,nan
x2,PkPa,dPPa,y1,y2,GEJ
0.1030,4.034,10,1.0528,3.3050,413
0.1958,3.916,24,1.1357,2.1179,608
0.2651,3.786,5,1.2075,1.7228,689
0.3505,3.593,-19,1.3050,1.4445,736
0.4479,3.352,-7,1.4276,1.2606,732
0.5531,2.984,-13,1.5736,1.1431,674
0.6400,2.620,4,1.7052,1.0824,592
0.7347,2.100,-3,1.8607,1.0401,472
0.8544,1.303,14,2.0762,1.0107,281
0.9137,0.815,8,2.1913,1.0036,173
