1-Bromobutane,1-Octanol
318.15,nan
x2,PkPa,dPPa,y1,y2,GEJ
0.1033,12.955,23,1.0388,2.8348,375
0.1965,12.424,72,1.1071,1.9570,565
0.2658,11.946,35,1.1683,1.6339,647
0.3516,11.259,-24,1.2530,1.3952,697
0.4492,10.348,-53,1.3596,1.2333,697
0.5544,9.159,-38,1.4861,1.1284,644
0.6413,7.965,-6,1.5990,1.0739,566
0.7358,6.357,-3,1.7310,1.0359,452
0.8552,3.914,50,1.9113,1.0096,270
0.9141,2.466,44,2.0060,1.0032,166
